8/p7/4kp2/1p1p1pp1/1P3PP1/P1P1K2P/8/8 b - - 0 36,a7a6 e3f3 g5f4 f3f4 f5g4 f4g4 d5d4 c3d4,2818,crushing endgame pawnEndgame veryLong
2r2rk1/1p3p2/p3p1B1/qb1n2Np/7P/P7/P4PP1/1Q1R2KR b - - 0 25,d5c3 g6f7 f8f7 b1g6 f7g7 g6e6,1911,crushing kingsideAttack long middlegame sacrifice
6rr/p1k5/1p1p4/2pPn3/4P3/7b/PPP3PP/R1B2QK1 w - - 3 25,f1f6 g8g2 g1h1 g2h2 h1h2 e5g4 h2g3 g4f6,2146,attraction crushing fork middlegame sacrifice veryLong
3r2k1/1p3ppp/4bq2/8/p5P1/5P2/PPPQ3P/N1K2B1R w - - 0 21,d2e3 a4a3 c2c3 d8d1 c1d1 a3b2,2277,advancedPawn advantage deflection long middlegame queensideAttack sacrifice
rn1k1Q1r/1bqpn3/p5pp/1pb5/3pP3/2PBB3/PP4PP/RN3R1K b - - 3 16,h8f8 f1f8,407,backRankMate mate mateIn1 oneMove opening
5rk1/R5p1/1p2pq1p/1P1p3Q/1brN4/4P3/5PPP/5RK1 w - - 2 30,h5g4 f6f2 f1f2 c4c1 g4d1 c1d1 f2f1 f8f1,2021,kingsideAttack mate mateIn4 middlegame sacrifice veryLong
6k1/1p3pp1/p5rp/3P4/2PP3q/5nQ1/P3RP1P/6RK w - - 2 32,g3h4 g6g1,538,arabianMate endgame mate mateIn1 oneMove
5r1k/6b1/2R5/1P6/6Pp/4RpqP/P1Q5/5K2 w - - 0 47,c6c8 g3h3 f1e1 f3f2 c2f2 h3h1 e1e2 f8c8,2576,advancedPawn crushing endgame exposedKing master masterVsMaster superGM veryLong
2k1r3/2pn1pp1/5q1p/Qp6/2p5/B1P4P/P4PP1/3R2K1 b - - 0 29,d7b6 a5a6 c8b8 a3d6 f6d6 d1d6,2050,crushing endgame long queensideAttack
r3kb1r/pp3ppp/2n1pn2/3q4/3P1B2/5B2/PP3PPP/RN1Q1RK1 b kq - 0 10,d5d4 f3c6 b7c6 d1d4,916,crushing intermezzo opening short
r2qk2r/ppp5/4p1Q1/3p2p1/2nP1P2/2P3P1/P1P2P1P/2K1R2R b kq - 1 18,e8d7 g6e6,1100,dovetailMate mate mateIn1 middlegame oneMove
3r2kr/4RR1p/2b5/2N5/1pp3nB/8/PP3PPP/6K1 w - - 5 28,h2h3 d8d1 e7e1 d1e1,448,mate mateIn2 middlegame short
2r2rk1/1p3p1p/p1b1p1p1/4P3/1bPqNP2/1K1B2P1/P1Q3P1/3R3R b - - 4 21,d4b6 e4f6 g8g7 h1h7,1478,hookMate kingsideAttack mate mateIn2 middlegame short
6k1/Q4pbp/3p1np1/6B1/8/3P3P/P4PPK/1q6 w - - 0 21,g5f6 g7f6 a7a8 g8g7,979,advantage defensiveMove endgame short
4r1k1/Bpp2pp1/3p1q1p/8/2P1r3/6Q1/P5PP/R3R1K1 w - - 1 23,e1e4 f6a1 g3e1 a1e1 e4e1 e8e1,1251,crushing endgame hangingPiece long xRayAttack
5q1k/3R2bp/8/4P3/2P5/6P1/3Q3P/1r4K1 w - - 1 48,g1g2 f8f1,817,dovetailMate endgame master mate mateIn1 oneMove
4n2k/1q3N1P/4p1P1/5p2/2pP1P2/p7/1P6/2K5 b - - 1 46,h8g7 h7h8q g7g6 f7e5,1862,advancedPawn endgame fork mate mateIn2 promotion short
8/8/ppp1n1pp/3k1p2/PP5P/1N1KPPP1/8/8 w - - 0 38,b3d4 e6d4 e3d4 a6a5 b4a5 b6a5 d3e3 d5c4,2674,crushing endgame knightEndgame veryLong zugzwang
8/8/8/P2pp1p1/5q2/K1p2k1Q/8/8 b - - 1 54,f4g3 h3g3 f3g3 a5a6 e5e4 a6a7 e4e3 a7a8q,1291,advancedPawn crushing endgame promotion queenEndgame veryLong
8/3r1Rp1/2k1p1Pp/1p1pP3/1Kp3P1/2P5/2P5/8 b - - 1 34,d7b7 f7b7 c6b7 b4b5 b7c7 b5c5,1057,crushing endgame long rookEndgame zugzwang
r2qk2r/pbp2ppp/1pn1p3/4n3/1Q6/2N5/PPPB1PPP/R3KBNR w KQkq - 1 10,f1b5 d8d2 e1d2 e8c8 d2c1 c6b4,2272,advantage castling discoveredAttack long opening sacrifice
8/5p2/6p1/4k2p/1p2P2P/6P1/2PK4/8 w - - 1 48,d2e3 f7f5 e4f5 g6f5 e3d3 e5d5 c2c3 b4c3 d3c3 d5e4 c3d2 e4f3,2771,crushing endgame pawnEndgame veryLong zugzwang
r2rb3/1p2bppk/p6p/3nPP2/P1p5/1qP2BQ1/1P4PP/R1B1R2K b - - 2 26,f7f6 c1h6 g7h6 e5f6 e7f6 e1e8,2869,advantage deflection discoveredAttack long middlegame
6rr/2p2kq1/pn1p1p2/1p1PpP1p/4P3/1PP1QR2/P5Pp/R2B2K1 w - - 0 30,g1h2 g7g2,487,mate mateIn1 middlegame oneMove
q5k1/p6p/3p2p1/2pb1p1n/P2N1P2/R5K1/1P4PP/2B1Q3 w - - 1 25,g3h3 d5g2 h3h4 a8d8 e1e7 d8e7,1531,exposedKing long mate mateIn3 middlegame
1r2rk2/2q2p1B/2p2Q2/p1Pp4/5P2/P3P2P/2K2P2/8 b - - 2 27,c7b7 f6h6 f8e7 h6d6,1982,dovetailMate endgame mate mateIn2 short
rnb1kb1r/ppp1pppp/1q3n2/8/4p3/1NN1B3/PP3PPP/R2QKB1R b KQkq - 5 9,b6e6 c3b5 e6d7 d1d7 b8d7 b5c7,2524,advantage long opening
3rk1nr/5ppp/p1p1B3/8/1p6/1P2Q3/PqP3P1/4R1K1 b k - 0 25,g8e7 e6f7 e8f7 e3e6 f7f8 e6e7,2373,attackingF2F7 attraction crushing long middlegame sacrifice
B4rk1/p2R1ppp/1p2p3/4q3/8/8/PPP2PPP/3R2K1 b - - 0 21,f8a8 d7d8 a8d8 d1d8,662,backRankMate endgame mate mateIn2 queenRookEndgame short
3b1rk1/6pp/p3p3/1pn1N1P1/4qP1P/2P5/PP2B1RK/2Q5 w - - 1 28,g2f2 d8c7 e2f3 e4f4 c1f4 f8f4,2678,advantage exposedKing fork long middlegame
4q2k/p6p/6p1/8/6P1/7P/8/3K1R1R w - - 0 34,f1f2 e8a4 f2c2 a4d4,2233,crushing endgame queenRookEndgame short
2N5/8/4k3/p6p/2p3p1/2K5/P4PP1/8 w - - 0 54,c3c4 h5h4 c8a7 h4h3 g2h3 g4h3,1668,crushing endgame knightEndgame long quietMove
2r5/3N2pp/4p3/R4pk1/4Pn2/1P6/P4KPP/8 w - - 0 30,d7c5 c8c5 a5c5 f4d3 f2e3 d3c5,1290,advantage attraction endgame fork long sacrifice
2r1r3/2p2kp1/pp3R1p/1n1N4/1P2q2P/4P3/1Q4P1/3R2K1 b - - 0 34,g7f6 b2f6 f7g8 f6h6 e8f8 h6g5 g8f7 d5f6,2901,crushing middlegame veryLong
rn1qkb1r/pp1bpppp/2p2n2/1P6/2B5/1Q2PN2/PB1P1PPP/RN2K2R b KQkq - 1 8,c6b5 c4f7,824,attackingF2F7 mate mateIn1 oneMove opening
r5rk/p4p1p/1pQR4/2p1q3/2P1P3/1P4P1/P4PK1/3R4 w - - 4 31,f2f4 g8g3 g2g3 a8g8 d6g6 g8g6 c6g6 e5c3,2193,attraction crushing endgame fork sacrifice veryLong
3rq3/pp2Pp1k/5Qp1/2p5/8/2P3p1/PP3PP1/6K1 w - - 0 30,e7d8q e8e1,1014,endgame mate mateIn1 oneMove queenEndgame
2rQ1k1r/4npbp/4p1p1/8/4PP2/8/PPP3PP/2KR3R b - - 2 19,c8d8 d1d8,399,backRankMate endgame mate mateIn1 oneMove
1k1r4/2N4p/1pR5/8/8/1P2p3/1PP3PP/6K1 w - - 0 25,c7b5 d8d1,399,endgame mate mateIn1 oneMove
r5k1/3b2r1/1p2p1BQ/3pP3/p6P/q7/3N2PK/5R2 b - - 4 29,d7b5 f1f3 a3e7 f3g3 a8a7 g6h7,2800,crushing long middlegame quietMove
r7/p1p3k1/1p1pbb1p/5p1Q/2q2PP1/3R4/P4N1P/4R1K1 b - - 0 24,f5g4 e1e4 c4a2 f4f5 e6f7 e4g4 f6g5 g4g5 h6g5 f5f6 g7f6 h5f3,2186,advantage attraction discoveredAttack interference middlegame sacrifice veryLong
5rk1/2R2p2/1p1p4/1P4pp/3PP3/2Q1PPK1/4q2P/8 w - - 0 29,c7c8 h5h4 g3g4 e2g2 g4h5 g2f3 h5g5 f3g2 g5h4 g2e4 h4g3 e4g6,2820,crushing deflection endgame veryLong
2kr1b1r/pppnpppp/8/5b2/3P1B2/5N2/PP2BPPP/R1R3K1 b - - 4 11,c7c6 c1c6 b7c6 e2a6,1139,bodenMate mate mateIn2 middlegame queensideAttack sacrifice short
3r2k1/1p3pp1/p6p/8/1PnR4/6P1/2B1R2P/6K1 b - - 0 36,d8d4 e2e8,399,endgame mate mateIn1 oneMove
5k1r/4Nb1p/q5p1/p3p1P1/1p2P1BP/4BP2/PP1R4/1K6 b - - 0 29,f8e7 e3c5 e7e8 g4d7 e8d8 d7b5 d8c7 b5a6,2036,crushing discoveredAttack endgame exposedKing veryLong
r2qk1nr/pp2ppbp/2n3p1/3p4/8/2NP1B1P/PPP2PP1/R1BQK2R w KQkq - 2 9,f3d5 g7c3 b2c3 d8d5,950,advantage intermezzo opening short
r5rk/2pq1p2/p2p1pn1/1p2p2b/4P1P1/1BPPRN1P/PP3P2/R2Q2K1 w - - 1 20,g4h5 g6f4 g1f1 d7h3 f1e1 g8g2,2881,advantage discoveredAttack kingsideAttack long middlegame
2kr3r/1p1nbppp/p1P1p1n1/1B1p1b2/3P4/4P2P/1P1N1PPB/R3K1NR b KQ - 0 14,b7c6 b5a6,634,bodenMate mate mateIn1 middlegame oneMove queensideAttack
8/8/1P1b1k2/P5p1/7p/5K2/8/8 b - - 0 53,f6e5 a5a6 d6c5 a6a7,1725,advancedPawn bishopEndgame crushing endgame short
6k1/bp3pP1/p3p2p/3pP2N/2r5/5R2/q4P1P/3R1K2 b - - 3 30,c4c2 h5f6 g8g7 f3g3 g7f8 g3g8 f8e7 g8e8,1242,endgame hookMate mate mateIn4 veryLong
5rk1/2R1Qnpp/5p2/1r6/4P3/6P1/3q3P/5B1K b - - 1 33,b5b2 e7f7 f8f7 c7c8 f7f8 f1c4 d2d5 c4d5 g8h8 c8f8,1453,backRankMate mate mateIn5 middlegame sacrifice veryLong
8/8/8/4Bp2/3p1P2/1p3k2/3K4/8 w - - 2 57,d2d3 b3b2 d3c2 d4d3,1484,advancedPawn bishopEndgame crushing endgame short
8/7B/2p5/6K1/1P2p2P/8/2bk2P1/8 w - - 1 49,h4h5 e4e3 h7c2 e3e2 h5h6 e2e1q,1903,advancedPawn bishopEndgame crushing endgame long promotion sacrifice
8/8/8/pp2kppp/8/PPP1K1P1/7P/8 w - - 0 41,e3f3 h5h4 g3h4 g5h4,2733,crushing endgame pawnEndgame short
r3k1r1/1p6/p3p3/2Pp1pq1/8/2P4P/P3Qp2/RN3RK1 w q - 0 24,g1f2 g5g3,1582,dovetailMate mate mateIn1 middlegame oneMove
r3kbnr/pp2pppp/1B1p4/8/8/1P6/P1PN1PPP/R2bKB1R b KQkq - 0 10,d1c2 f1b5,738,doubleBishopMate master mate mateIn1 middlegame oneMove
2q1k3/Qb3pb1/p5p1/1p1Rp3/n3P1P1/B1P5/P1P1N2r/1K2R3 w - - 4 27,e1d1 g7f6 d5d7 h2e2,2670,advantage master masterVsMaster middlegame quietMove short superGM
1r2k1r1/pPp2p1p/1b1qb3/4Q1B1/2p5/2Pp1N2/P4PPP/RN3K1R w - - 5 17,b1d2 d6e5 f3e5 g8g5,1283,advantage capturingDefender master middlegame short
5br1/pkp2ppp/4pn2/5q1b/2P5/2N1BN1P/PP2BPP1/R2R2K1 b - - 0 14,f8c5 e2d3 h5f3 d3f5,2045,crushing master masterVsMaster middlegame short trappedPiece
r1br2k1/4qppp/2p5/p3pP2/1pB1n1NP/4Q3/PPP3P1/1R3R1K b - - 0 24,e4d2 f5f6 c8g4 f6e7,1476,advancedPawn advantage middlegame short
8/8/3k1p2/p1p3p1/P1P2PP1/4K3/8/8 w - - 2 50,f4f5 d6e5 e3f3 e5d4,595,crushing endgame pawnEndgame short zugzwang
3k4/8/2KP2p1/2N4p/5nP1/8/8/8 b - - 1 39,h5g4 c5b7 d8e8 d6d7 e8f7 d7d8q,1398,advancedPawn crushing deflection endgame exposedKing knightEndgame long promotion
r6r/3k4/1pR5/3Pp3/1PP5/5P2/1P2n1PP/3R3K w - - 7 38,c6b6 h8h2 h1h2 a8h8 b6h6 h8h6,1389,anastasiaMate attraction endgame long mate mateIn3 sacrifice
6rk/3Q3p/pp5p/8/3p4/1P3P2/P4qPP/6RK w - - 1 31,g1d1 f2g2,819,endgame mate mateIn1 oneMove
8/8/1p2k3/pP2p1p1/2PbP3/B4KP1/8/8 w - - 2 45,f3g4 d4c5 a3c1 e6f6 g4h5 g5g4,2595,bishopEndgame crushing defensiveMove endgame long
8/7p/5Np1/p3k1P1/1p5P/1Pn5/P1R3K1/4r3 b - - 5 43,h7h5 g5h6 e5f6 c2f2,2225,crushing enPassant endgame sacrifice short
5Q2/p1kq1p1p/8/8/8/4PKPP/8/8 w - - 12 50,f8c5 d7c6 c5c6 c7c6,458,crushing endgame queenEndgame short
8/1R1bk2p/p5p1/2bPNp2/5P2/6KB/P6P/2r5 b - - 1 37,e7d6 b7d7,1132,endgame hookMate mate mateIn1 oneMove
4r1r1/p3pk1p/4Np1b/3Q3P/3P4/2q2P2/P2nBKP1/4R1NR w - - 1 24,e6c7 e7e6 e2c4 e6d5 c4d5 f7g7,2194,crushing defensiveMove long middlegame
r4q1k/5r1b/p2p1N2/1pn1p2Q/2B5/4P2R/PPP3PP/6K1 b - - 0 29,b5c4 h5h7 f7h7 h3h7,915,arabianMate kingsideAttack mate mateIn2 middlegame short
r4r2/p1p3kp/1p1p1b1p/4P3/2N5/1Qq5/P4PPP/4RRK1 b - - 0 19,c3b3 e5f6 f8f6 a2b3,1977,advantage intermezzo middlegame short
3q1rk1/7p/p5pQ/1p1pP2n/3P1B1b/2PB3b/PP3R2/4R1K1 w - - 2 28,d3g6 h4f2 g1h2 h7g6 h6g6 h5g7,2072,crushing intermezzo long middlegame
2Rr4/2R5/5r1k/4p1q1/1P1b1p2/P4Q1p/5PP1/6K1 b - - 7 36,h3h2 g1h1 d8c8 f3h3 g5h5 c7h7 h6h7 h3h5 h7g7 h5g4,2133,advantage attraction defensiveMove deflection exposedKing fork middlegame sacrifice veryLong
1b2r3/6pk/p1p3p1/P1P5/2QPp1Pq/8/5PR1/5RK1 w - - 5 33,f2f4 e4f3 f1f3 e8e1,2152,advantage clearance enPassant endgame short
8/5p2/p7/3p4/5k1p/5P2/PPP2K2/8 w - - 2 33,b2b4 d5d4 f2g2 f4e5 g2h3 e5d5 a2a4 d5c4 b4b5 a6b5,2923,crushing endgame pawnEndgame quietMove veryLong
6rk/6Qp/p6r/5p1q/8/P4P2/1P3P1P/3R2RK b - - 0 32,g8g7 d1d8 h5e8 d8e8 g7g8 g1g8,890,endgame long mate mateIn3 queenRookEndgame
4R3/p4pkp/2Qb3q/8/8/P4b2/1P4PP/5B1K w - - 4 34,c6f3 h6h2,700,endgame mate mateIn1 oneMove
8/b7/P7/2p3p1/2P4p/5k1K/2P2B2/8 w - - 6 46,f2e1 a7b8 e1d2 g5g4 h3h4 g4g3,2359,bishopEndgame crushing endgame exposedKing long quietMove zugzwang
r1q2rk1/1ppb1ppp/p2b4/8/PP2Pp2/2P1N2P/1B2QPBK/R4R2 w - - 0 20,e3c4 f4f3 c4d6 f3e2 d6c8 e2f1n,1164,advancedPawn advantage discoveredAttack long middlegame promotion underPromotion
8/5k2/3n1P2/3PK1P1/8/8/8/8 b - - 2 65,d6e8 d5d6 e8d6 e5d6,1374,crushing endgame knightEndgame short
rnb1kb1r/p2ppppp/1q6/1N1P4/P3n3/2B5/2P2PPP/1R1QKBNR w Kkq - 0 11,c3e5 b6f2,1157,attackingF2F7 mate mateIn1 oneMove opening
r2q1rk1/5p2/p3p1p1/2P1P1N1/2Pn1Q2/4R3/7P/R4K2 b - - 2 32,g8g7 a1d1 f7f6 g5f3 f6e5 f4e5,2815,crushing long middlegame
rn2k2r/pp3ppp/2p5/4Nq2/3PQ3/2P2BPb/PP1b3P/R5KR w kq - 0 18,e4f5 d2e3,870,bodenMate mate mateIn1 middlegame oneMove
4r1k1/5p2/7p/1B4p1/1p4P1/1Pb2b1P/P7/1KBR4 w - - 4 33,d1f1 f3e4 b5d3 e4d3,824,doubleBishopMate endgame mate mateIn2 short
k6r/8/1R6/P7/8/5P1p/5r2/1R5K b - - 1 45,f2f3 b6a6,1172,endgame mate mateIn1 oneMove rookEndgame
8/4Ppk1/5np1/1P4Bp/2q1P3/5P2/6PP/3R3K b - - 0 29,c4e6 g5f6 g7f6 d1d6 e6d6 e7e8n f6e6 e8d6,2244,advancedPawn attraction crushing deflection endgame fork pin promotion sacrifice underPromotion veryLong
8/8/7R/4k3/5p1K/5r2/P7/8 w - - 2 54,h4g4 f3g3 g4h4 g3g1 h6b6 f4f3 b6b2 e5f4,2789,crushing defensiveMove endgame quietMove rookEndgame veryLong
6k1/5r2/7p/5PP1/7r/3Q1K2/8/8 w - - 0 46,g5g6 h4h3 f3f4 h3d3,1261,crushing endgame master queenRookEndgame short skewer
8/8/2p2pkp/2P2Rp1/2r3P1/4PPK1/6P1/8 w - - 0 43,f3f4 h6h5 g3f3 h5g4,1992,crushing endgame rookEndgame short
2kr1b1r/pp4pp/2b1pp2/4P2q/2PB4/2NQ2RP/PP4P1/3R2K1 w - - 1 21,e5f6 d8d4 d3d4 f8c5,2177,advantage middlegame pin sacrifice short
r4rk1/pb6/1p6/2p1p3/4Nb1P/2P5/PP4BK/R4R2 w - - 1 26,h2h3 b7c8,925,doubleBishopMate mate mateIn1 middlegame oneMove
8/1pp5/p2p1kpp/P3r3/1PP5/2PR1K1P/5P2/8 w - - 7 44,d3d5 e5d5 c4d5 f6e5 f3e3 e5d5,1302,crushing endgame long rookEndgame
r4rk1/1R3ppp/6n1/3p1R1Q/p2Np3/4P3/P1B3PP/4q2K w - - 1 26,f5f1 e1f1,895,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove
1Q6/2P2pkp/p7/8/4Pp2/P3qP2/5nPP/R4R1K w - - 1 34,h1g1 f2h3 g1h1 e3g1 f1g1 h3f2,1254,doubleCheck endgame long mate mateIn3 sacrifice smotheredMate
8/2p5/3k1p2/pP6/P2p1P2/3Q2P1/1q6/3K4 w - - 0 38,d3c2 b2c2 d1c2 f6f5,2266,crushing defensiveMove endgame queenEndgame short
7R/1pp2k2/p5p1/3P1n2/5q2/8/PPPN1p2/2K4R b - - 3 28,f5g3 h1h7 f7f6 h8f8 f6g5 f8f4,1185,advantage endgame long skewer
6k1/p3q1p1/2p4p/P2p4/1P1Np3/2Pn4/6PP/5Q1K b - - 4 31,e7f6 f1f6 g7f6 d4c6 e4e3 c6d4,1477,capturingDefender crushing defensiveMove endgame long
7r/pbq1nk2/1pnp3b/2p1pPQP/8/2PP2P1/PP3PBN/R3R1K1 w - - 1 24,g2d5 e7d5 g5g6 f7f8,1493,crushing hangingPiece middlegame short
1r3kr1/ppR5/4pq2/1Q6/3PB2b/2P4b/PP5P/R1B3K1 w - - 1 21,g1h1 g8g1 h1g1 f6f2 g1h1 f2e1 b5f1 e1f1,1917,attraction fork mate mateIn4 middlegame sacrifice veryLong
2r1kbnr/pp3pp1/1qn1p2p/3pPb2/3P4/BP3N1P/P3BPP1/RN1Q1RK1 b k - 2 11,f5c2 d1c2 f8a3 b1a3,879,advantage hangingPiece middlegame short
5rk1/6pp/1q2p3/1P1p4/8/Q7/5PPP/5RK1 w - - 0 32,f1b1 b6f2 g1h1 f2f1 b1f1 f8f1,1084,backRankMate endgame long mate mateIn3 sacrifice
4kb1r/1b1R2pp/p2pP3/1prP2N1/4P3/P7/6PP/2nB2K1 b k - 1 26,b7d5 d1h5 g7g6 g5h7 c1e2 g1f2 h8h7 h5g6 h7f7 g6f7,2354,attackingF2F7 exposedKing fork mate mateIn5 middlegame veryLong
r3k3/2p2pp1/1pP5/1P1Pp1p1/4P1P1/2b5/3BK3/7R b - - 0 27,a8a2 e2d3 a2d2 d3c3 d2d4 d5d6 d4d6 h1h8 e8e7 h8c8 d6d4 c8c7,2937,advantage endgame veryLong
1r5r/2qbpk2/1pp3B1/p1p3Qp/2Pb2P1/P2P3P/1P6/6RK b - - 1 30,f7f8 g1f1 d7f5 g5f5 d4f6 f5e6,2587,crushing long middlegame pin
1k1r1r2/ppp3p1/2n4p/4p3/4P3/2P1R2B/PP2Q1PP/RN1q3K w - - 1 18,e2e1 f8f1 e1f1 d1f1,1020,fork mate mateIn2 middlegame short xRayAttack
r3kb1r/5ppp/p2p4/1p1Pp3/2pn4/3Q3P/PPPB1PP1/1R3RK1 w kq - 0 17,d3g3 d4e2 g1h2 e2g3,1031,equality fork middlegame short
8/1p6/8/8/4kP2/6P1/1rr5/3Q1K2 w - - 7 58,f4f5 c2f2 f1e1 e4e3,2578,crushing defensiveMove endgame queenRookEndgame short
1n4k1/4p2p/2pb1rp1/2N5/5PP1/4B2P/r1P5/1R1KR3 b - - 2 24,d6c5 b1b8 g8g7 e3c5 a2a1 d1d2 a1e1 d2e1,1549,advantage hangingPiece intermezzo middlegame veryLong
4rrk1/1bp2p1p/p4bp1/1p6/3P4/2P3Q1/PPBB1PPP/RN2q1K1 w - - 3 22,d2e1 e8e1,399,kingsideAttack mate mateIn1 middlegame oneMove
3k4/8/1bPP3p/p2K2p1/1pB3P1/1P5P/5p2/8 w - - 0 47,c4f1 a5a4 b3a4 b4b3,1115,bishopEndgame crushing endgame short
8/6k1/1p1p2pp/p2P2KP/P1P3P1/8/8/8 w - - 0 39,g5f4 g6h5 g4h5 g7f6 f4g4 f6e5,2116,crushing endgame long pawnEndgame zugzwang
5k2/p2q1p2/1p4p1/3pPn2/2rP4/P2Q4/2rB3P/5RRK w - - 5 32,f1f5 d7f5 d3f5 g6f5,1833,crushing master masterVsMaster middlegame short superGM
2r3Q1/ppkn4/4p3/3qP1P1/3P4/P7/1r4P1/2R3K1 b - - 4 30,c7b8 g8c8,399,endgame mate mateIn1 oneMove
4n3/2p2k1p/N2p2p1/3r4/P7/6P1/7P/4R1K1 w - - 4 40,e1e8 d5d1 g1f2 f7e8,1491,crushing endgame intermezzo short
2b5/6p1/3K1k2/1P3p2/2B1p2P/8/6P1/8 b - - 4 40,f5f4 d6c7 c8e6 b5b6 e6c4 b6b7 e4e3 b7b8q,2500,advancedPawn bishopEndgame crushing endgame promotion sacrifice veryLong
8/1p6/8/p1Pb4/3B2p1/1kP1K1P1/8/8 w - - 2 51,c3c4 b3c4 d4f6 c4c5,2178,bishopEndgame crushing endgame short
4k3/1bq2p2/p3pn2/1p5r/3Q4/P1P2N2/4BPrP/2RR2K1 w - - 0 22,g1g2 c7h2 g2f1 h2h1 f3g1 h1g1 f1g1 h5h1,2248,attraction mate mateIn4 middlegame pin sacrifice veryLong
2r3k1/pp4p1/6n1/2BR2Pp/3p3P/1Pb5/P3P3/2R3K1 w - - 0 29,c5d4 c3d4 d5d4 c8c1,1047,crushing discoveredAttack endgame short
r1b4k/3p1prp/p1q1pQ2/1p6/8/1BP5/P1P2PPP/R3R1K1 w - - 1 20,e1e3 c6g2,1181,kingsideAttack mate mateIn1 middlegame oneMove
5b1k/p1p2P1p/1p4p1/4p3/2B1n2P/6B1/PP3PPK/2q5 b - - 2 25,c1c4 g3e5 e4f6 e5f6 f8g7 f7f8q c4g8 f6g7,1337,advancedPawn endgame mate mateIn4 pin promotion veryLong
3r3k/1RR5/2p2n2/p6p/2P5/PP4P1/5PP1/6K1 w - - 4 34,c7c6 d8d1 g1h2 f6g4 h2h3 d1h1,1192,endgame long mate mateIn3
r4rk1/p1p3pp/2R5/3p4/3P4/P7/1P1bR1PP/3Q1q1K w - - 2 20,d1f1 f8f1,399,backRankMate endgame mate mateIn1 oneMove
r4rk1/2qn1ppp/3p4/1p1Pp1P1/7P/pP2QP2/P1PN4/1K1R3R w - - 1 21,e3e2 c7c3 d2c4 b5c4,1365,crushing middlegame short
r2n3r/ppp1kpp1/3b1n1p/1B1PN1B1/8/8/PPP2PPP/2KRR3 b - - 0 13,h6g5 e5g6,1066,doubleCheck master mate mateIn1 middlegame oneMove
8/5N2/8/8/4kp1p/4p1pP/4K1P1/8 w - - 9 50,f7h8 f4f3 g2f3 e4d4 h8g6 g3g2 g6h4 g2g1q,2440,advancedPawn crushing endgame knightEndgame promotion veryLong
8/p6p/2p3p1/1p6/1Pk2KP1/P7/8/1N6 w - - 1 46,f4e3 c4b3 e3d4 h7h5 g4g5 h5h4 b1d2 b3a3 d2f3 h4h3 d4e5 a3b4,2713,crushing endgame knightEndgame quietMove veryLong
8/N1k5/8/1p1pn2P/p7/2P5/6P1/6K1 b - - 3 45,a4a3 a7b5 c7d7 b5a3,775,advantage endgame knightEndgame short
8/4pk2/5p2/p1pP4/P3KpPp/1P5P/8/8 b - - 1 42,e7e5 d5e6 f7e6 e4f4,1702,crushing enPassant endgame master pawnEndgame short
r3kb1r/ppq2pp1/4p2p/B1p1P2P/5Pn1/3Q2N1/PPP3P1/2KR3R b kq - 2 16,c7a5 d3d7,957,mate mateIn1 middlegame oneMove
5rk1/1p3p1p/p2p1pP1/q1r2N2/6Q1/1B6/PPP3P1/R6K b - - 0 26,c5f5 g6f7 g8h8 g4g8 f8g8 f7g8q,1577,advancedPawn doubleCheck endgame long mate mateIn3 promotion
5r1k/8/p6p/2b3p1/2P3P1/PQ3q2/1B4n1/R6K b - - 0 36,h8h7 b3c2 f8f5 c2f5 f3f5 g4f5,2072,advantage fork long middlegame
5r1k/8/pN6/4n3/2Pr4/1P6/P1B2PP1/5RK1 w - - 1 43,b6d5 e5f3 g2f3 f8g8 c2g6 g8g6 g1h1 d4h4,1260,endgame mate mateIn4 sacrifice veryLong
Q5k1/1r3pp1/4p2p/2p1q3/8/2PR4/3K1P2/8 b - - 1 34,e5b8 d3d8 b8d8 a8d8,1050,advantage endgame fork short xRayAttack
8/8/8/1p1K1kp1/4R3/1Pr5/2P5/8 w - - 1 45,e4e2 g5g4 e2e5 f5f4 d5d4 b5b4 e5b5 c3e3,2912,advantage defensiveMove endgame quietMove rookEndgame veryLong
2r5/4k3/1p2pn2/2p1Qp2/2P2Pp1/P5P1/7P/6K1 w - - 0 36,h2h4 g4h3 e5a1 f6g4 a1g7 e7d6 g7b7 c8d8 g1f1 h3h2,2539,advancedPawn advantage enPassant endgame quietMove veryLong
r5k1/Prqn1ppp/3p1b2/1PpP4/2N1Pp2/R1N4P/4QPP1/5RK1 b - - 2 27,b7a7 b5b6 d7b6 c3b5 a7a3 b5c7,2332,advantage fork long middlegame
B5k1/p1pp2pp/1p2p3/8/2P2Pnq/2B5/PP3bK1/R2Q1R2 w - - 0 19,f1f2 h4h2 g2f3 h2h3 f3e2 h3e3 e2f1 e3f2,2214,exposedKing mate mateIn4 middlegame veryLong
5k2/5ppp/3Pp3/p7/r2P1P2/7P/6P1/2R3K1 b - - 0 29,a4d4 c1c8,469,endgame mate mateIn1 oneMove rookEndgame
8/8/8/1p2k1p1/5pP1/1PP2K2/8/8 w - - 0 51,c3c4 b5c4 b3c4 e5d4,1142,crushing endgame pawnEndgame short
3r2k1/1p3ppp/5b2/8/5N2/P3Q3/1qP2PPP/4R1K1 b - - 1 21,b2c2 e3e8 d8e8 e1e8,582,backRankMate endgame mate mateIn2 sacrifice short
